date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
04-2015,12.345834587905333,3,2.25,7.512071245835466,9.335297611380566,1.0,0,0,3,7,7.1308988302963465,580,1965,1965,98001,47.2899,-122.287,2240,16433
08-2014,12.959844447906553,2,1.0,6.877296071497429,7.90100705199242,1.0,0,0,4,7,6.646390514847729,200,1926,1926,98115,47.6852,-122.312,1570,3348
07-2014,12.154252896800378,2,1.0,6.907755278982137,8.337827262447915,1.0,0,0,5,5,6.907755278982137,0,1914,1914,98002,47.297,-122.227,1010,6327
01-2015,12.380025952653611,2,1.0,6.620073206530356,8.776475789346321,1.0,0,0,3,6,6.620073206530356,0,1943,1943,98106,47.5195,-122.35,1050,6390
08-2014,13.783049347808893,4,2.5,7.8709295967551425,9.692766521220475,1.0,0,2,4,7,7.358830898342354,1050,1950,1993,98033,47.6623,-122.196,3050,11875
06-2014,13.733215315237445,4,1.5,7.705262474866325,9.158625936289503,1.0,0,0,4,7,7.306531398939505,730,1954,1954,98004,47.6233,-122.206,1800,8286
05-2014,12.84792653170257,5,1.75,8.006367567650246,8.699514748210191,1.0,0,0,5,7,7.313220387090301,1500,1958,1958,98178,47.492,-122.225,2230,7125
11-2014,12.560244459250788,1,1.0,6.966024187106113,10.912284536881874,1.0,1,4,3,5,6.966024187106113,0,1935,1935,98070,47.4716,-122.445,2258,31762
10-2014,13.01477816672439,4,2.5,7.590852123688581,8.594154232552366,2.0,0,0,3,8,7.590852123688581,0,1998,1998,98056,47.5182,-122.207,1980,5400
07-2014,13.345506928718539,4,1.0,7.3777589082278725,8.612503371220562,1.5,0,0,4,7,7.3777589082278725,0,1946,1946,98117,47.6983,-122.393,1900,5500
05-2014,12.672911898413817,4,2.25,7.600902459542082,9.104979856318357,1.0,0,0,4,8,7.600902459542082,0,1978,1978,98023,47.3125,-122.387,2190,8374
10-2014,13.005829561148378,3,1.5,7.177782416195197,7.143617602704121,2.0,0,0,3,8,7.02108396428914,190,2002,2002,98116,47.5663,-122.408,1310,1378
02-2015,13.527828485512494,3,1.0,7.02108396428914,9.053569596026234,1.0,0,0,3,7,7.02108396428914,0,1952,1952,98004,47.6294,-122.205,1440,8640
03-2015,13.773646353865574,3,2.5,8.107720061910534,9.382190628902842,1.0,0,0,5,10,8.107720061910534,0,1979,1979,98034,47.7212,-122.26,3730,11875
12-2014,12.706847933442663,3,2.5,7.7706452341291765,9.116249448576587,2.0,0,0,3,9,7.7706452341291765,0,1990,1990,98023,47.3067,-122.394,2530,9883
02-2015,12.959844447906553,2,1.5,6.721425700790643,7.123672785204607,2.0,0,0,3,7,6.721425700790643,0,2005,2005,98119,47.6363,-122.368,1610,2666
12-2014,12.542544882151386,3,1.0,6.84587987526405,8.976262255609193,1.0,0,0,3,6,6.84587987526405,0,1948,1948,98155,47.7657,-122.321,940,7913
10-2014,13.074223002076394,4,2.5,7.718685495198466,10.822873489317585,2.0,0,0,3,8,7.718685495198466,0,1998,1998,98045,47.449,-121.756,2040,57857
05-2014,13.228523573232719,3,2.25,7.61085279039525,8.1886891244442,2.0,0,0,3,8,7.61085279039525,0,1998,1998,98033,47.6678,-122.165,2070,3699
07-2014,14.43716173681915,4,5.25,8.564076777315087,12.678937801699755,2.0,0,2,3,10,8.564076777315087,0,2006,2006,98024,47.5605,-121.905,1930,68824
09-2014,13.3645249345543,4,3.5,8.314587291319576,11.132791789753535,2.0,0,0,3,10,8.314587291319576,0,2005,2005,98001,47.3114,-122.262,2430,41382
12-2014,12.911642346088676,3,2.0,7.27931883541462,8.71292443512011,1.0,0,0,4,7,7.27931883541462,0,1969,1969,98155,47.7522,-122.278,1880,6000
06-2014,12.891691559669328,5,1.0,7.064759027791802,8.818334283552174,1.0,0,0,4,6,6.684611727667927,370,1944,1944,98125,47.7332,-122.304,1590,6794
07-2014,13.7056845311805,4,2.75,8.176110342237342,8.789507786736896,2.0,0,0,3,9,8.176110342237342,0,2014,2014,98053,47.6847,-122.017,3625,5637
08-2014,12.464583340681674,3,2.0,7.383989457978509,9.550092936718967,2.0,0,0,3,7,7.383989457978509,0,1933,1988,98028,47.7704,-122.264,2410,9000
10-2014,12.948009990259552,2,1.0,6.866933284461882,11.629676857554735,1.0,0,0,3,7,6.866933284461882,0,1955,1955,98028,47.7642,-122.234,1210,24875
05-2014,13.15773052124162,3,2.5,7.426549072397305,7.647786045440933,2.0,0,0,3,8,7.22983877815125,300,2008,2008,98117,47.6904,-122.37,1360,2096
07-2014,12.959844447906553,3,1.75,7.22983877815125,9.009691898489343,1.0,0,0,5,7,7.22983877815125,0,1942,1942,98133,47.7513,-122.349,1300,8188
08-2014,12.114505452004684,2,1.0,6.946975992135418,9.54108193388841,1.0,0,0,3,6,6.946975992135418,0,1973,1973,98198,47.3756,-122.306,1100,7575
07-2014,13.217491722495906,3,1.5,7.22983877815125,8.016647877057803,1.5,0,0,4,7,7.22983877815125,0,1929,1929,98117,47.6889,-122.38,1440,4005
09-2014,13.005829561148378,3,1.75,7.52294091807237,9.732877151670184,1.0,0,0,4,7,7.154615356913663,570,1980,1980,98034,47.7166,-122.225,1790,9000
06-2014,13.021437458814368,2,1.75,7.461640392208575,8.594154232552366,1.0,0,0,4,7,6.897704943128636,750,1946,1946,98115,47.6971,-122.282,1980,5400
11-2014,13.480037821676145,5,1.75,7.560080465021827,8.779557455883728,1.0,0,0,3,7,7.138866999945524,660,1951,1951,98112,47.6394,-122.308,1970,5500
09-2014,13.233904752137237,3,2.5,7.605890001053122,8.556413904569519,2.0,0,0,3,8,7.605890001053122,0,1989,1989,98034,47.7142,-122.203,1860,4400
07-2014,15.009433026436708,5,6.25,8.98969370086056,9.986817160123133,2.0,0,0,3,11,8.98969370086056,0,2001,2001,98006,47.5675,-122.189,4160,18969
10-2014,12.429216196844383,4,1.75,7.528331766707247,8.902455592206882,1.0,0,0,4,7,6.993932975223189,770,1977,1977,98031,47.3979,-122.174,1710,7350
09-2014,14.0225247273486,5,4.0,8.387084506069217,8.803273982501045,2.0,0,0,3,9,7.982757702011113,1460,2008,2008,98199,47.648,-122.397,1560,6656
05-2015,12.529966099944527,4,2.25,7.77485576666552,11.767079191958294,1.0,0,0,4,7,7.77485576666552,0,1960,1960,98038,47.4253,-122.043,1030,114998
11-2014,12.994530005894443,4,2.5,7.965545573129992,8.90734159541251,2.0,0,0,4,9,7.965545573129992,0,1987,1987,98058,47.4397,-122.15,2420,7663
05-2014,13.205232855226624,6,2.25,7.944492163932159,9.655026193237628,1.5,0,2,5,7,7.585788821732034,850,1940,1940,98166,47.4635,-122.362,2520,7797
06-2014,12.429216196844383,1,1.0,6.620073206530356,8.294049640102028,1.0,0,0,3,6,6.620073206530356,0,1918,1918,98136,47.5243,-122.39,1770,4850
07-2014,13.345506928718539,4,2.5,7.4673710669175595,9.104979856318357,1.0,0,0,3,8,7.251344983372214,340,1977,2003,98052,47.6403,-122.105,2120,9600
06-2014,13.180820946975897,3,1.0,7.3395376954076745,8.131236549696116,1.5,0,0,3,7,7.090076835776092,340,1926,1926,98117,47.6853,-122.359,1500,3914
07-2014,13.217491722495906,2,1.75,7.038783541388542,6.841615476477592,2.0,0,0,3,8,6.84587987526405,200,2014,2014,98105,47.6647,-122.284,1160,1327
03-2015,12.971540487669746,4,1.5,7.352441100243583,8.784774592161016,1.0,0,0,4,7,7.352441100243583,0,1962,1962,98007,47.6012,-122.152,1560,6969
12-2014,13.635187003832993,3,2.5,7.992944547318106,8.832879460277615,2.0,0,0,3,10,7.992944547318106,0,2009,2009,98074,47.5906,-122.057,3320,6856
05-2014,12.922692182275261,4,2.75,7.668561108015897,9.472704636443673,1.0,0,0,3,7,7.1853870155804165,820,1968,1968,98028,47.7683,-122.252,2360,11000
05-2014,12.70381302974751,4,2.5,7.3777589082278725,8.819517540604888,1.0,0,0,3,7,6.721425700790643,770,1947,2011,98106,47.5469,-122.365,1600,8942
05-2014,13.753635154246187,4,2.75,7.640123172695364,8.294049640102028,1.5,0,0,3,8,7.640123172695364,0,1912,2000,98107,47.6737,-122.358,1730,5000
08-2014,13.199231821660906,3,2.0,7.352441100243583,8.070906088787819,1.5,0,0,3,7,7.352441100243583,0,1910,2007,98109,47.6398,-122.356,1240,3600
04-2015,13.270697171910022,4,2.5,7.965545573129992,12.271129782163477,1.0,0,0,5,8,7.668561108015897,740,1984,1984,98092,47.2887,-122.109,2810,213444
06-2014,13.688812904918317,5,3.0,7.828038032125829,8.324821298768782,1.5,0,3,5,8,7.371489295214277,920,1925,1925,98144,47.5968,-122.29,2190,5415
08-2014,12.800779753276867,3,1.0,6.866933284461882,8.598588829620232,1.5,0,0,3,6,6.866933284461882,0,1916,1916,98115,47.6997,-122.32,1550,5687
04-2015,12.404718565243984,2,1.0,7.02108396428914,10.477287975463508,1.0,0,0,5,6,7.02108396428914,0,1961,1961,98022,47.2411,-122.043,1680,66022
05-2014,13.396960210307455,4,2.75,8.104703468371108,8.726805608446096,2.0,0,0,3,9,8.104703468371108,0,2008,2008,98065,47.521,-121.877,3200,7027
11-2014,12.293396473701849,3,1.5,6.984716320118266,9.1874810778301,1.0,0,0,3,7,6.984716320118266,0,1968,1968,98023,47.3155,-122.401,1190,9611
05-2014,13.39239051461739,4,2.5,7.958576903813898,9.424967763522053,2.0,0,0,3,10,7.958576903813898,0,1999,1999,98075,47.5832,-122.026,3070,8515
03-2015,12.449018824140563,3,2.0,7.306531398939505,8.935771938669784,1.0,0,0,3,7,7.306531398939505,0,1990,1990,98042,47.3687,-122.088,1560,7710
01-2015,12.2783933071098,3,1.0,7.098375638590786,8.878358040627822,1.0,0,0,3,7,7.098375638590786,0,1918,1918,98106,47.5339,-122.356,1640,5850
02-2015,14.050582680143757,3,1.75,7.7142311448490855,8.640648995343156,1.5,0,2,4,8,7.554858521040676,330,1941,1941,98105,47.6621,-122.27,2970,5657
07-2014,14.887094174244465,4,4.75,8.428361977709622,10.089344519064321,2.5,0,2,5,10,8.270013062273787,670,1926,1926,98112,47.6263,-122.284,3900,9687
04-2015,12.958207815235998,3,2.5,7.3777589082278725,8.692825760059396,2.0,0,2,5,8,7.3777589082278725,0,1910,1910,98168,47.4758,-122.265,1410,13056
05-2014,13.110290796170059,4,1.75,7.644919344958857,8.366370301681654,1.5,0,0,4,7,7.1308988302963465,840,1925,1925,98136,47.5555,-122.397,1670,5000
06-2014,13.235692062711331,4,2.5,7.723120092266331,8.21959545417708,2.0,0,0,3,9,7.723120092266331,0,2003,2003,98034,47.7247,-122.165,2260,3713
09-2014,11.77528972943772,3,1.0,7.090076835776092,8.85366542803745,2.0,0,0,1,7,7.090076835776092,0,1908,1908,98116,47.5883,-122.384,3290,6000
05-2015,13.056223574899784,4,2.5,7.8160138391590275,12.080611458165345,1.5,0,3,5,8,7.8160138391590275,0,1927,1927,98022,47.1941,-122.038,1640,112384
12-2014,13.081541382884074,5,3.0,7.7142311448490855,9.64439293693626,1.0,0,1,5,7,7.237059026124737,850,1952,1952,98155,47.7426,-122.288,2240,10750
08-2014,13.071070083016778,3,1.75,7.346010209913293,8.307459327011946,1.5,0,0,4,7,7.346010209913293,0,1926,1926,98115,47.6743,-122.301,1510,3889
02-2015,12.560244459250788,4,1.75,7.6638772587034705,9.005895898094458,1.0,0,0,4,7,7.1929342212158,800,1967,1967,98031,47.3932,-122.201,1600,8587
06-2014,13.547631112808673,5,3.0,7.962067308753666,8.648221453822641,1.0,0,0,3,7,7.575584651557793,920,1964,1964,98103,47.6621,-122.33,1730,5529
03-2015,12.245293358683455,2,1.0,7.05617528410041,8.656955133791396,1.0,0,0,4,6,7.05617528410041,0,1924,1924,98065,47.5322,-121.829,1160,8250
10-2014,12.826649133255284,3,2.5,7.795646536334594,8.517193191416238,2.0,0,0,3,8,7.795646536334594,0,2001,2001,98042,47.3786,-122.127,2910,5620
12-2014,13.060487973686241,2,1.0,6.802394763324311,8.614682812693495,1.0,0,0,3,7,6.802394763324311,0,1947,1947,98115,47.6877,-122.289,1270,5512
06-2014,13.019222618484815,5,2.75,7.948031990637284,9.09661160664784,1.5,0,0,3,7,7.948031990637284,0,1967,1967,98034,47.731,-122.179,1700,8539
08-2014,12.999517547405484,4,1.75,7.3901814282264295,9.003562174748238,1.0,0,0,3,8,7.3901814282264295,0,1974,1974,98052,47.6788,-122.11,1920,8400
08-2014,12.706847933442663,4,2.5,7.828038032125829,9.057189192482008,2.0,0,0,4,8,7.828038032125829,0,1991,2012,98023,47.295,-122.37,2290,7809
09-2014,12.721885810807203,3,1.75,7.489970898834801,8.540909718033554,1.0,0,0,4,6,6.84587987526405,850,1949,1949,98106,47.5277,-122.355,1160,5120
11-2014,12.542544882151386,3,2.0,7.402451520818244,9.491677356868124,1.0,0,0,3,7,7.402451520818244,0,1995,1995,98032,47.3589,-122.281,1640,9240
08-2014,13.345506928718539,3,1.75,7.7142311448490855,8.707813551024888,1.0,0,0,4,8,7.1308988302963465,990,1950,1950,98116,47.5658,-122.4,1720,6050
09-2014,12.751299696013497,3,2.5,7.533693709848633,8.18423477409482,2.0,0,0,3,8,7.533693709848633,0,2003,2003,98058,47.4521,-122.121,1900,3920
10-2014,12.45273739188573,4,1.0,7.313220387090301,9.3101857069459,1.0,0,0,5,7,7.313220387090301,0,1964,1964,98058,47.4509,-122.088,1970,20800
01-2015,13.253391639810733,4,1.0,7.306531398939505,8.699514748210191,1.5,0,0,3,7,7.306531398939505,0,1918,1918,98136,47.5518,-122.385,1700,6000
03-2015,13.437174117244362,3,1.5,7.709756864454165,9.054621796976763,2.0,0,0,3,8,7.709756864454165,0,1960,1960,98040,47.5833,-122.219,2200,8558
09-2014,12.5177690518128,3,1.75,7.444248649496705,8.883224230278994,1.0,0,0,4,7,7.122866658599083,470,1974,1974,98031,47.4094,-122.175,1840,7245
06-2014,12.415117272464881,3,2.5,7.3901814282264295,8.94715577112479,2.0,0,0,3,7,7.3901814282264295,0,1989,1989,98038,47.3613,-122.053,1370,7686
04-2015,12.765545566117686,5,2.5,7.718685495198466,8.878497403738631,1.0,0,0,3,7,7.177782416195197,940,1983,1983,98055,47.4486,-122.194,1550,9081
02-2015,13.208541073645382,4,2.0,7.438383530044307,7.762170607138205,1.0,0,0,3,6,6.745236349484363,850,1926,2014,98117,47.6865,-122.366,1600,4160
02-2015,12.90669184092882,3,2.5,7.31455283232408,7.24422751560335,3.0,0,0,3,7,7.31455283232408,0,2005,2005,98115,47.6951,-122.305,1377,1466
02-2015,12.611371073081239,4,2.5,7.549609165154532,8.307459327011946,2.0,0,0,3,7,7.549609165154532,0,2003,2003,98042,47.3767,-122.124,2520,4085
05-2015,13.582316670796564,3,2.5,8.107720061910534,9.460320577243952,1.0,0,0,3,10,7.8632667240095735,720,1990,1990,98075,47.5783,-121.994,3230,14933
10-2014,12.943236711506893,5,2.5,7.590852123688581,9.230633075243945,1.0,0,0,4,7,6.984716320118266,900,1929,1929,98115,47.699,-122.307,1310,5413
04-2015,12.714395139078047,4,1.0,7.4205789054108005,8.999866223762636,1.5,0,0,3,6,7.4205789054108005,0,1944,1944,98166,47.4692,-122.355,1310,7906
01-2015,12.727838209334498,3,2.5,7.711996507047669,10.681894577046897,1.0,0,0,5,7,6.897704943128636,1245,1975,1975,98010,47.3326,-122.046,1460,29621
01-2015,12.26434155365415,2,1.0,6.975413927455952,8.90734159541251,1.0,0,0,3,6,6.975413927455952,0,1949,1949,98108,47.5434,-122.298,1330,6351
03-2015,13.203021280421783,2,2.25,7.495541943884256,7.9441374911141125,2.0,0,2,4,9,7.495541943884256,0,1979,1979,98008,47.6104,-122.113,1800,2755
05-2014,13.341498907321,4,2.5,7.9996785794994505,9.000483164987708,2.0,0,0,3,9,7.9996785794994505,0,2000,2000,98065,47.5389,-121.876,2750,7760
08-2014,12.468436909997665,3,1.75,7.4205789054108005,9.049114723476961,1.0,0,0,3,7,7.200424892944957,330,1985,1985,98001,47.3257,-122.276,1580,7218
05-2015,13.17115354157376,3,1.75,7.8709295967551425,10.554509806795402,1.0,0,0,4,8,7.1853870155804165,1300,1977,1977,98027,47.4619,-121.991,2170,36962
11-2014,13.790192749979985,5,3.5,8.607033895416027,10.465129857127469,2.0,0,0,3,11,8.431635303054591,880,1976,1976,98005,47.6368,-122.159,3600,35074
09-2014,13.946538820370678,4,1.75,8.03268487596762,8.779557455883728,1.0,0,0,4,9,7.438383530044307,1380,1941,1941,98199,47.6353,-122.402,2960,5711
03-2015,13.122363377404328,3,1.0,6.84587987526405,9.245707515813473,1.0,0,0,4,7,6.84587987526405,0,1964,1964,98033,47.688,-122.19,2019,10360
06-2014,13.224919965729422,5,2.25,7.533693709848633,9.34233308143468,1.0,0,0,4,8,7.064759027791802,700,1961,1961,98155,47.7445,-122.289,2420,10793
06-2014,12.745485726148077,4,2.5,7.635303886259415,8.411832675758411,2.0,0,0,3,7,7.635303886259415,0,2004,2004,98038,47.3497,-122.026,2760,5173
04-2015,13.151922179645874,2,1.75,6.856461984594587,9.6302999262348,1.0,0,0,3,8,6.856461984594587,0,2009,2009,98028,47.7723,-122.262,1560,12416
07-2014,13.106233995474446,2,1.0,7.162397497355718,8.743850562030243,1.0,0,0,4,6,6.7912214627261855,400,1922,1922,98115,47.6777,-122.305,1260,5376
02-2015,13.39239051461739,4,3.0,7.851661177889265,8.989943046329998,1.0,0,0,4,8,7.222566018822171,1200,1984,1984,98052,47.6956,-122.099,2090,8022
05-2015,12.577636201962656,3,2.5,7.3777589082278725,8.831711917821577,2.0,0,0,3,7,7.3777589082278725,0,2000,2000,98001,47.3303,-122.271,1700,7210
07-2014,13.766845385982993,4,1.5,7.843848638152472,8.528133131454572,2.0,0,0,4,10,7.843848638152472,0,1910,1910,98112,47.636,-122.301,1970,4431
08-2014,12.367340793126296,2,1.0,6.917705609835305,8.922658299524402,1.0,0,0,3,7,6.917705609835305,0,1941,1941,98108,47.5283,-122.32,1220,6000
04-2015,12.685407602204794,3,1.5,7.450079569807499,8.869257522797287,1.0,0,0,3,8,7.450079569807499,0,1955,1955,98106,47.5417,-122.355,1730,6840
05-2014,13.864300722133706,3,2.5,7.696212639346407,7.585788821732034,2.0,0,0,3,9,7.383989457978509,590,2008,2008,98102,47.6426,-122.327,1890,3505
10-2014,12.487485104968359,0,0.75,5.950642552587727,12.271129782163477,1.0,0,0,3,4,5.950642552587727,0,2003,2003,98070,47.4177,-122.491,1920,224341
01-2015,12.206072645530174,2,1.0,7.24422751560335,9.169518377455928,1.5,0,0,4,6,7.24422751560335,0,1941,1941,98022,47.2113,-121.993,1230,9600
12-2014,12.947998085426784,3,2.25,7.512071245835466,8.922658299524402,1.0,0,0,4,7,7.1929342212158,500,1968,1968,98155,47.7574,-122.31,1830,8720
03-2015,14.22097566607244,3,3.0,8.04237800517328,9.106645135637418,1.0,0,4,4,10,7.371489295214277,1520,1980,1980,98033,47.6624,-122.202,3150,11447
08-2014,13.028052697933088,3,2.5,7.3777589082278725,8.965590066907914,2.0,0,0,3,7,7.3777589082278725,0,1987,1987,98034,47.7288,-122.227,1580,9104
03-2015,13.399995114002609,3,3.5,8.1886891244442,10.544867642274191,2.0,0,0,4,8,8.1886891244442,0,1996,1996,98014,47.6982,-121.917,2050,18019
05-2014,12.672946381766982,3,1.0,7.237059026124737,9.458995712459116,1.0,0,0,4,7,7.237059026124737,0,1968,1968,98077,47.7438,-122.075,1390,10095
12-2014,12.873902018105829,3,1.75,7.645875825184813,12.43282966041422,1.0,0,0,3,7,7.645875825184813,0,1981,1981,98022,47.2664,-122.027,2092,217800
06-2014,13.484920984501217,3,1.5,7.090076835776092,8.738735461363474,1.0,0,0,3,8,6.937314081223682,170,1952,1952,98112,47.6222,-122.287,2810,6240
12-2014,13.068962600677214,2,1.0,6.993932975223189,8.058327306580958,1.0,0,0,3,7,6.733401891837359,250,1926,1926,98109,47.6385,-122.344,1070,3160
08-2014,13.330596315982785,4,2.0,7.668561108015897,8.757783656334167,2.0,0,0,3,7,7.517520850603031,300,1945,1945,98115,47.687,-122.286,1690,6360
11-2014,13.219490088135052,3,2.5,7.605890001053122,9.762039188951753,2.0,0,0,3,8,7.605890001053122,0,1994,1994,98033,47.6904,-122.176,1920,7200
02-2015,12.345834587905333,3,2.25,7.313220387090301,8.883224230278994,1.0,0,0,3,7,7.047517221357296,350,1984,1984,98023,47.3124,-122.352,1500,7210
07-2014,13.579788224443204,4,2.5,8.160518247477505,9.12674134809987,2.0,0,0,3,9,8.160518247477505,0,2004,2004,98053,47.6785,-122.025,3990,8598
03-2015,14.0225247273486,3,2.5,7.886081401775745,7.584264818389059,3.0,0,3,3,9,7.533693709848633,790,2007,2007,98119,47.6264,-122.363,1640,1369
12-2014,12.691580461311874,3,2.25,7.272398392570047,8.770749549138642,2.0,0,0,3,7,7.272398392570047,0,1995,1995,98019,47.7471,-121.979,1700,6749
08-2014,13.465953081794405,4,2.75,7.930206206684683,8.733432966413652,2.0,0,0,3,8,7.930206206684683,0,2001,2001,98053,47.6867,-122.038,2660,5592
12-2014,12.464583340681674,4,1.75,7.365180126021013,9.088850474388472,2.0,0,0,3,7,7.365180126021013,0,1979,1979,98045,47.4694,-121.745,1390,9490
12-2014,12.631340380934517,3,1.5,7.1308988302963465,9.071078304642676,1.0,0,0,4,7,7.1308988302963465,0,1959,1959,98168,47.4744,-122.328,1300,8700
12-2014,12.66032791780777,3,1.0,6.877296071497429,8.828787083914332,1.0,0,0,3,6,6.877296071497429,0,1928,1928,98106,47.5476,-122.36,1160,11666
04-2015,12.8802918162046,3,1.0,7.003065458786462,8.942460926820582,1.0,0,0,3,7,7.003065458786462,0,1952,1952,98133,47.7219,-122.354,1430,7650
11-2014,13.878485357125662,4,2.25,8.083328608786376,9.467305471765902,2.0,0,0,4,9,7.912056888179006,510,1968,1968,98040,47.5373,-122.22,2610,12884
07-2014,12.767115985456782,2,2.5,7.162397497355718,7.275864600546533,3.0,0,0,3,8,7.162397497355718,0,1999,1999,98117,47.6955,-122.376,1470,1503
06-2014,13.623138665316818,4,3.5,8.245384468120747,9.189321004752108,2.0,0,0,3,9,8.245384468120747,0,1938,2013,98146,47.5018,-122.38,1950,9792
08-2014,12.367340793126296,4,1.0,7.313220387090301,8.757783656334167,1.5,0,0,3,6,7.313220387090301,0,1944,1944,98178,47.4979,-122.24,1190,6360
03-2015,13.38472764187182,3,2.0,7.886081401775745,12.460230250373552,1.0,0,2,4,8,7.333023014386481,1130,1976,1976,98024,47.553,-121.887,1710,64033
05-2014,13.422467969854667,4,3.0,7.783224016336037,8.113726085970747,1.0,0,0,4,7,7.090076835776092,1200,1964,1964,98107,47.6646,-122.365,1520,3758
10-2014,12.487485104968359,4,1.0,7.528331766707247,9.048409504829962,1.0,0,0,4,7,7.528331766707247,0,1955,1955,98055,47.4406,-122.194,1560,8505
08-2014,13.620103761621664,2,1.0,7.27931883541462,8.867568333206442,1.0,0,4,3,7,7.27931883541462,0,1924,1924,98109,47.63,-122.349,2390,6098
04-2015,13.465953081794405,3,2.75,7.723120092266331,8.294049640102028,2.0,0,0,4,8,7.3395376954076745,720,1956,1956,98109,47.6435,-122.353,2120,4000
12-2014,14.782494404153947,6,4.75,8.61974977974133,8.881836305004146,2.5,0,2,4,11,8.281470857895167,1590,1909,1909,98119,47.6361,-122.366,2930,7200
06-2014,13.437174117244362,2,1.5,7.170119543449628,7.424165281042028,1.0,0,2,3,7,7.170119543449628,0,1943,1943,98122,47.6133,-122.308,1260,1740
10-2014,13.353475098367715,4,2.0,7.383989457978509,8.517193191416238,2.0,0,0,5,7,7.383989457978509,0,1946,1946,98117,47.6775,-122.398,1300,4950
05-2014,14.038654109278484,4,3.25,8.24800570160062,10.092701965587253,2.0,0,1,4,11,8.104703468371108,510,1990,1990,98040,47.5263,-122.227,2900,18786
01-2015,12.791077667470416,4,2.5,7.506591780070841,9.334767950351235,1.0,0,0,3,8,7.237059026124737,430,1976,1976,98166,47.4574,-122.361,1990,10802
03-2015,13.572801851155225,4,5.0,8.669055540725484,9.540075680658964,2.0,0,0,3,11,8.229511118964457,2070,1993,1993,98042,47.3814,-122.164,2980,13000
07-2014,13.652991628466498,3,2.0,7.8119734296220225,9.082507000466299,2.0,0,0,3,9,7.8119734296220225,0,1961,2004,98040,47.5753,-122.222,2340,10980
09-2014,12.92391243868049,3,2.5,8.019612794400267,8.708474489581665,2.0,0,0,3,9,8.019612794400267,0,2005,2005,98042,47.3508,-122.163,2650,6054
07-2014,12.437184366493561,4,1.75,7.02108396428914,9.017968479328726,1.0,0,0,4,7,7.02108396428914,0,1966,1966,98058,47.4555,-122.177,1330,7975
08-2014,13.334243736439827,5,1.75,7.539027055823995,9.814383077453307,1.0,0,0,4,7,7.539027055823995,0,1955,1955,98005,47.6059,-122.154,2180,20674
10-2014,12.487485104968359,3,1.0,6.975413927455952,8.476371196895983,1.0,0,0,3,6,6.877296071497429,100,1947,1947,98126,47.5187,-122.377,1120,1198
09-2014,13.049792684569493,3,2.0,7.352441100243583,9.048879705849558,1.0,0,0,3,8,6.672032945461067,770,1969,1969,98034,47.7261,-122.22,1410,7428
02-2015,12.388394202324129,2,1.0,6.76849321164863,8.787525625532906,1.0,0,0,3,6,6.76849321164863,0,1947,1947,98133,47.7188,-122.353,1500,6678
07-2014,12.287652632522597,3,1.0,6.907755278982137,9.392661928770137,1.0,0,0,3,7,6.907755278982137,0,1959,1959,98023,47.3321,-122.346,1490,14940
08-2014,12.936033799212835,4,2.25,7.832014180505469,8.34283980427146,1.5,0,0,4,7,7.31986492980897,1010,1909,1909,98144,47.5814,-122.312,1460,4200
12-2014,12.520883385370206,2,2.0,7.438383530044307,8.98619632032839,1.0,0,0,4,7,6.856461984594587,750,1980,1980,98023,47.3031,-122.385,1700,8030
02-2015,12.948009990259552,5,3.0,7.673223121121708,8.718827059242566,1.0,0,0,3,7,7.222566018822171,780,2003,2003,98106,47.538,-122.356,1990,6064
03-2015,13.876135179780709,4,2.75,7.371489295214277,8.699514748210191,1.5,0,0,4,8,7.371489295214277,0,1925,1925,98112,47.6401,-122.299,1590,4000
06-2014,14.162640089059476,4,5.25,8.448914350662942,10.690807903113322,2.0,0,0,3,12,8.448914350662942,0,1989,1989,98006,47.5456,-122.126,4900,35000
05-2014,13.335052470814679,3,2.0,7.495541943884256,8.517193191416238,1.0,0,0,4,7,6.984716320118266,720,1942,1942,98115,47.6738,-122.297,1800,5000
01-2015,12.594730635321957,3,1.5,7.4205789054108005,9.287301413112312,1.0,0,0,4,8,7.4205789054108005,0,1956,1956,98022,47.2004,-122.003,1670,9169
03-2015,12.89921982609012,3,2.0,6.917705609835305,9.413444467952665,1.0,0,0,3,8,6.917705609835305,0,1980,1980,98074,47.6224,-122.045,1840,11497
03-2015,13.296316684527767,3,2.5,7.843848638152472,8.806424063857868,2.0,0,0,3,8,7.843848638152472,0,2002,2002,98028,47.7336,-122.232,1930,7217
06-2014,14.362475228346138,4,3.0,8.216088098632316,9.931588982647003,1.0,0,0,4,10,7.52294091807237,1850,1976,1976,98004,47.6212,-122.224,3080,17595
12-2014,12.47227568630483,3,1.75,7.2078598714324755,8.94715577112479,1.0,0,0,3,7,7.2078598714324755,0,1987,1987,98038,47.3617,-122.052,1370,7686
10-2014,13.567049198665774,5,2.5,7.414572881350589,8.294049640102028,1.5,0,0,5,8,7.414572881350589,0,1929,1929,98109,47.6452,-122.352,1210,4000
11-2014,13.286181462633724,3,1.5,7.237059026124737,8.525161361065415,1.0,0,0,3,7,6.993932975223189,300,1947,1947,98105,47.6611,-122.282,1910,4800
03-2015,12.345834587905333,3,1.75,7.450079569807499,9.118773178450692,1.0,0,0,4,7,7.038783541388542,580,1981,1981,98092,47.3173,-122.181,1120,7506
